date,open,high,low,close,volume,symbol,log_return,next_day_return
2020-01-03,66.93832337803212,68.21700271420914,66.90455208946976,67.60968780517578,23408000,GOOGL,-0.005245009288143885,0.026304999376880592
2020-01-06,67.11856919518195,69.4370812039188,67.08729078696965,69.41175842285156,46768000,GOOGL,0.026304999376880592,-0.001933514524624093
2020-01-07,69.54334890156011,69.69430813422605,69.1013974302101,69.27767944335938,34330000,GOOGL,-0.001933514524624093,0.007092455180401175
2020-01-08,69.26327359975404,70.10894230540993,69.15452658104954,69.7707748413086,35314000,GOOGL,0.007092455180401175,0.010443478023471097
2020-01-09,70.60950423644984,70.94469396543823,70.02751963749105,70.50324249267578,33200000,GOOGL,0.010443478023471097,0.006437840241430679
2020-01-10,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000,GOOGL,0.006437840241430679,0.0077171026906321105
2020-01-13,71.2709395073884,71.58030634593166,70.78032760337808,71.50830841064453,30730000,GOOGL,0.0077171026906321105,-0.006577084087667685
2020-01-14,71.50680981258097,71.63740929797085,70.89949492783481,71.03953552246094,26076000,GOOGL,-0.006577084087667685,0.006000458721658387
2020-01-15,71.1602052622877,71.54554802109986,71.09267026131843,71.46708679199219,21550000,GOOGL,0.006000458721658387,0.0075865497156483745
2020-01-16,71.77744628827148,72.03815275975688,71.50681377041046,72.01133728027344,26080000,GOOGL,0.0075865497156483745,0.02004363835900221
2020-01-17,72.626085344564,73.52041445228143,72.32863737834732,73.46926879882812,52424000,GOOGL,0.02004363835900221,0.001843619892503184
2020-01-21,73.44345017940596,73.9837301623698,73.00696178186003,73.60484313964844,48930000,GOOGL,0.001843619892503184,0.0010923249724900403
2020-01-22,73.97628733938622,74.51506708981928,73.62520837338383,73.68528747558594,28458000,GOOGL,0.0010923249724900403,0.0005524417948172095
2020-01-23,73.86803136699017,74.16349415742818,73.50900399356541,73.72600555419922,26650000,GOOGL,0.0005524417948172095,-0.01255251225725601
2020-01-24,74.12971219458755,74.198239790935,72.65786156843807,72.80634307861328,29786000,GOOGL,-0.01255251225725601,-0.02376995681817795
2020-01-27,71.0867120976033,71.3369848455489,70.48883073371002,71.09614562988281,34132000,GOOGL,-0.02376995681817795,0.013024877574208893
2020-01-28,71.59321781876741,72.24174479037791,71.02811510182957,72.0282211303711,29724000,GOOGL,0.013024877574208893,0.004265279067956518
2020-01-29,72.42349239357048,72.70555124780331,71.77447288626858,72.33609771728516,21566000,GOOGL,0.004265279067956518,-0.0016833695975832406
2020-01-30,71.41246028918627,72.26408472389092,71.25852322835154,72.21443176269531,27110000,GOOGL,-0.0016833695975832406,-0.014873907294375495
2020-01-31,72.89025249432311,72.98013244412725,70.86422567437002,71.14826965332031,43822000,GOOGL,-0.014873907294375495,0.034180917201253685
2020-02-03,72.58189744131957,73.80596084309201,72.33162467760039,73.62222290039062,71636000,GOOGL,0.034180917201253685,-0.02540440303122743
2020-02-04,72.22634415188331,72.86443730740805,70.61446051188975,71.77545166015625,95880000,GOOGL,-0.02540440303122743,0.0004427282803628264
2020-02-05,72.67921990211404,72.72738774441514,70.99434560329382,71.80723571777344,36376000,GOOGL,0.0004427282803628264,0.020479745301072112
2020-02-06,72.1017069989846,73.57057995499277,72.02722376835176,73.2929916381836,37822000,GOOGL,0.020479745301072112,0.0021251188539465967
2020-02-07,72.866929041931,73.75380988182637,72.76860814708976,73.44891357421875,28360000,GOOGL,0.0021251188539465967,0.019781249497371627
2020-02-10,73.35555980846348,74.92721651036499,73.25475361833762,74.91629028320312,38302000,GOOGL,0.019781249497371627,0.0009276277515984061
2020-02-11,75.14521713630961,75.97003370117069,74.7568965647971,74.9858169555664,34852000,GOOGL,0.0009276277515984061,0.005659264380115255
2020-02-12,75.27382928475085,75.49430874131542,74.91679471215745,75.41138458251953,31042000,GOOGL,0.005659264380115255,-0.003456583492756168
2020-02-13,74.98282764946256,75.77486540861928,74.68487960808152,75.15116882324219,22914000,GOOGL,-0.003456583492756168,0.00352234204397133
2020-02-14,75.20778307563144,75.48189347519363,74.76185358549893,75.41634368896484,23198000,GOOGL,0.00352234204397133,0.0004674692280618862
2020-02-18,75.19835617848237,76.00379801654766,75.03299279148968,75.45160675048828,25642000,GOOGL,0.0004674692280618862,0.0035672853250688394
2020-02-19,75.83694765555981,76.01273717555429,75.52808092264881,75.72124481201172,22746000,GOOGL,0.0035672853250688394,-0.005181089971259111
2020-02-20,75.43024689467184,75.83048626235644,74.69779566759601,75.32994079589844,25962000,GOOGL,-0.005181089971259111,-0.02235101457706105
2020-02-21,74.71368322798507,75.03000583040279,73.41812216900625,73.6649169921875,42520000,GOOGL,-0.02235101457706105,-0.04381883209575056
2020-02-24,70.66511381109099,71.32705227867518,69.8576867844857,70.50670623779297,49560000,GOOGL,-0.04381883209575056,-0.023905511254451613
2020-02-25,71.0598926260904,71.35038478690109,68.54821669209058,68.84119415283203,51580000,GOOGL,-0.023905511254451613,0.0029890495597046265
2020-02-26,69.27122908358415,70.19932951834674,68.35604008547062,69.04727172851562,49776000,GOOGL,0.0029890495597046265,-0.05584321584339747
