date,open,high,low,close,volume,symbol,log_return,next_day_return
2017-01-03,56.5939626131105,56.639027988355444,55.99909072038112,56.404685974121094,20694100,MSFT,,-0.004484294057814756
2017-01-04,56.3145551583324,56.5579123251523,55.99007893590587,56.15231704711914,21340000,MSFT,-0.004484294057814756,0.0
2017-01-05,56.05317115268126,56.476793269545674,55.908959880299236,56.15231704711914,24876000,MSFT,0.0,0.008630183897655004
2017-01-06,56.152304785095545,56.91842979591841,55.917962807998684,56.63901901245117,19922900,MSFT,0.008630183897655004,-0.003187614100288937
2017-01-09,56.566920710940714,56.85534667707262,56.36863237195145,56.458763122558594,20382700,MSFT,-0.003187614100288937,-0.0003193682833353525
2017-01-10,56.53988074941269,56.846330107333664,56.134285505360275,56.44073486328125,18593000,MSFT,-0.0003193682833353525,0.009061325356312903
2017-01-11,56.43172232545241,56.990540521030155,56.26948423024152,56.95448684692383,21517300,MSFT,0.009061325356312903,-0.009220844959312151
2017-01-12,56.837327486573535,57.14377689344443,55.836860204193016,56.431732177734375,20968200,MSFT,-0.009220844959312151,0.0014362462125577947
2017-01-13,56.4407329241896,56.66606322555859,56.19737578611898,56.512840270996094,19422300,MSFT,0.0014362462125577947,-0.002715012061714281
2017-01-17,56.49481488552914,56.512841722693835,55.90895471161322,56.359615325927734,20664000,MSFT,-0.002715012061714281,-0.0004798659825336544
2017-01-18,56.48579971010517,56.512841684967974,55.99007372234366,56.332576751708984,19670100,MSFT,-0.0004798659825336544,-0.003205050079341395
2017-01-19,56.098239968893346,56.76521581430971,56.06218629123085,56.15231704711914,18451700,MSFT,-0.003205050079341395,0.007037680686624917
2017-01-20,56.48579732834585,56.62099688215623,56.215401658992576,56.548892974853516,30213500,MSFT,0.007037680686624917,0.003500420932691826
2017-01-23,56.512842742583,56.8913960150705,56.395670018031666,56.74718475341797,23097600,MSFT,0.003500420932691826,0.00885517727114068
2017-01-24,56.96350010064534,57.45021437018105,56.72915466497222,57.251922607421875,24672900,MSFT,0.00885517727114068,0.0025157810151345784
2017-01-25,57.63949438663391,57.77469051061383,57.1888337634988,57.39613723754883,23672700,MSFT,0.0025157810151345784,0.009222364166122116
2017-01-26,57.792720979607296,58.171274253937845,57.27896470430944,57.927913665771484,43554600,MSFT,0.009222364166122116,0.023222902140570933
2017-01-27,58.93739517955026,59.40608607398597,58.48673456072725,59.288909912109375,44818000,MSFT,0.023222902140570933,-0.00993060929853656
2017-01-30,59.20779326635626,59.29792401323809,58.40561792899819,58.70304870605469,31651400,MSFT,-0.00993060929853656,-0.007397006858201938
2017-01-31,58.45970053849881,58.72108454278624,57.918909129454676,58.270423889160156,25270500,MSFT,-0.007397006858201938,-0.016689196543288952
2017-02-01,58.009036868103706,58.24338232123214,57.206861496489395,57.306007385253906,39671500,MSFT,-0.016689196543288952,-0.0064696417484364725
2017-02-02,57.00856211452957,57.15277335942298,56.55790154445424,56.93645477294922,45827000,MSFT,-0.0064696417484364725,0.008041188141770576
2017-02-03,57.233899138158776,57.41416407506636,56.84633072720116,57.39613723754883,30301800,MSFT,0.008041188141770576,-0.0006284685271036721
2017-02-06,57.23389249458905,57.36909204114303,56.90941633347334,57.360076904296875,19796400,MSFT,-0.0006284685271036721,-0.0033050046161284055
2017-02-07,57.45022537536599,57.486275616918235,56.99054955332633,57.170814514160156,20277200,MSFT,-0.0033050046161284055,-0.0014199052908808484
2017-02-08,57.296998476640006,57.51331711548723,56.98153737651709,57.08969497680664,18096400,MSFT,-0.0014199052908808484,0.011303188268858127
2017-02-09,57.25194029400909,58.081157835858725,57.07167531201842,57.738651275634766,22644400,MSFT,0.011303188268858127,-0.0009371560217039974
2017-02-10,57.909896835684776,57.95496565387566,57.66653965818,57.684566497802734,18170700,MSFT,-0.0009371560217039974,0.01118714304213819
2017-02-13,57.90087792103904,58.45969959809892,57.80173202871332,58.33351516723633,22920100,MSFT,0.01118714304213819,0.0037237551119185396
2017-02-14,58.4060577480947,58.68715904105498,58.05240503607373,58.55113983154297,23108400,MSFT,0.0037237551119185396,-0.0006197832260611306
2017-02-15,58.487659604855764,58.55113430754294,58.17935588272484,58.514862060546875,17005200,MSFT,-0.0006197832260611306,-0.00015510364869883323
2017-02-16,58.70528077679582,59.158673445268924,58.43324932664581,58.50578689575195,20546300,MSFT,-0.00015510364869883323,0.001549173764741565
2017-02-17,58.46047353253571,58.65996748780975,58.30632162826964,58.596492767333984,21248800,MSFT,0.001549173764741565,-0.00201397678210105
2017-02-21,58.58741630744248,58.89572008089598,58.44232729530563,58.478599548339844,20655900,MSFT,-0.00201397678210105,-0.0020179757072046633
2017-02-22,58.33350768837769,58.38791259970824,58.079608877870186,58.36071014404297,19292700,MSFT,-0.0020179757072046633,0.004031952489305793
2017-02-23,58.41513148152773,58.696239744971,58.206574650632625,58.596492767333984,20273100,MSFT,0.004031952489305793,0.0
2017-02-24,58.514878459164755,58.75971446544678,58.16123259962464,58.596492767333984,21796800,MSFT,0.0,-0.00605381216883222
2017-02-27,58.52393345799229,58.52393345799229,58.079610526988006,58.24283218383789,15871500,MSFT,-0.00605381216883222,-0.0038998505651719026
2017-02-28,58.10681679536125,58.21562662825006,57.81664225150494,58.016136169433594,23239800,MSFT,-0.0038998505651719026,0.014893229399302895
2017-03-01,58.15214915721933,58.93198520759119,58.05240220299334,58.88665008544922,26937500,MSFT,0.014893229399302895,-0.014424262119877141
2017-03-02,58.659964725985084,58.71436965005264,57.92546711905908,58.04335021972656,24539600,MSFT,-0.014424262119877141,0.0037423357747005644
2017-03-03,58.02521214970267,58.28817734515642,57.6896989866577,58.2609748840332,18135900,MSFT,0.0037423357747005644,0.0003108973268787981
2017-03-06,58.00705942970475,58.54205946069199,57.8619739133616,58.279090881347656,18750300,MSFT,0.0003108973268787981,0.002020799007642088
2017-03-07,58.20655618462918,58.74155624202135,58.20655618462918,58.39698028564453,18521000,MSFT,0.002020799007642088,0.00911997759096013
2017-03-08,58.2700457647419,59.013609694963776,58.26097597145651,58.9319953918457,21510900,MSFT,0.00911997759096013,-0.004008497387761994
2017-03-09,59.11336004950757,59.1224229250864,58.46954305390342,58.69623947143555,19846800,MSFT,-0.004008497387761994,0.0030846902902945035
2017-03-10,59.040800390835365,59.176819590109176,58.71435707986777,58.87757873535156,19538200,MSFT,0.0030846902902945035,-0.003393832832362556
2017-03-13,58.950135225138716,59.11335691383275,58.551147337614346,58.678096771240234,20100000,MSFT,-0.003393832832362556,-0.004647010355551316
2017-03-14,58.514861457385045,58.533001039807964,58.1702854918099,58.40605163574219,14280200,MSFT,-0.004647010355551316,0.005264745107163129
2017-03-15,58.53300115351051,58.86850732852593,58.2609627624276,58.71435546875,24833800,MSFT,0.005264745107163129,-0.0017000313096336211
2017-03-16,58.714370998669345,58.723440792297374,58.306320222339444,58.6146240234375,20674300,MSFT,-0.0017000313096336211,0.0035515329344352298
2017-03-17,58.85943813635312,59.158672032550065,58.650874469817865,58.82316589355469,49219700,MSFT,0.0035515329344352298,0.0009245964559491842
2017-03-20,58.859446070619526,59.104275094733296,58.687154623657776,58.87757873535156,14598100,MSFT,0.0009245964559491842,-0.01115067228831698
2017-03-21,59.11335383505754,59.39445514941364,58.15215642137638,58.224700927734375,26640500,MSFT,-0.01115067228831698,0.012689553549111752
2017-03-22,58.14308296395606,59.06800103788625,58.14308296395606,58.96825408935547,20680000,MSFT,0.012689553549111752,-0.002463477716744111
2017-03-23,58.88664058889621,59.158672032550065,58.73248182744714,58.82316589355469,19269200,MSFT,-0.002463477716744111,0.0016943331057594497
2017-03-24,59.26749236254361,59.34909972513205,58.723422523950646,58.922916412353516,22617100,MSFT,0.0016943331057594497,0.0018451480368193145
2017-03-27,58.60554796323572,59.14055503847432,58.351649114603745,59.03173828125,18614700,MSFT,0.0018451480368193145,0.0029141688737191612
2017-03-28,58.90477680667809,59.3672392824937,58.62367555580162,59.204017639160156,20080400,MSFT,0.0029141688737191612,0.002753169220036629
2017-03-29,59.04986740121953,59.394443360690545,58.8957086262503,59.36724090576172,13618400,MSFT,0.002753169220036629,0.003659290188003838
2017-03-30,59.321912175186576,59.8297168145829,59.267507253125395,59.58488082885742,15122800,MSFT,0.003659290188003838,0.0022800755501646173
2017-03-31,59.53046973416886,60.02013473662209,59.34910848239487,59.72089385986328,21040300,MSFT,0.0022800755501646173,-0.00471802834504546
2017-04-03,59.67555188328672,59.79343842662614,59.113349297727204,59.43979263305664,20400900,MSFT,-0.00471802834504546,0.0027423914110839406
2017-04-04,59.294712812072824,59.67556112284909,59.19496583759921,59.603023529052734,12997400,MSFT,0.0027423914110839406,-0.002589853129182282
2017-04-05,60.11988647604166,60.16522160392176,59.340050326964864,59.44886016845703,21448600,MSFT,-0.002589853129182282,0.002589853129182429
2017-04-06,59.48513696746095,59.90225753424812,59.37632711765371,59.603023529052734,18103500,MSFT,0.002589853129182429,-0.0007612063409832744
2017-04-07,59.71182246446238,59.81156942070379,59.34004401520055,59.55767059326172,14108500,MSFT,-0.0007612063409832744,-0.00228671663802822
2017-04-10,59.49417915242941,59.68460321945024,59.26748284623,59.421634674072266,17952700,MSFT,-0.00228671663802822,-0.0007626956663778844
2017-04-11,59.48514118687107,59.4942109810735,58.80505190443377,59.3763313293457,18791500,MSFT,-0.0007626956663778844,-0.0038256464688901275
2017-04-12,59.321896941785255,59.403511222144196,59.040795692353655,59.14961242675781,17108500,MSFT,-0.0038256464688901275,-0.004301655937030902
2017-04-13,59.20402829964999,59.720895776904676,58.89571762084961,58.89571762084961,17896500,MSFT,-0.004301655937030902,0.008127302405920966
2017-04-17,58.977343403150186,59.38539420532219,58.95014093876884,59.3763313293457,16689300,MSFT,0.008127302405920966,-0.0013757480375712716
2017-04-18,59.24029570883927,59.58487169276839,59.08614384115182,59.294700622558594,15155600,MSFT,-0.0013757480375712716,-0.00536681632169219
2017-04-19,59.53046895795608,59.62114612354856,58.841310046649525,58.97732925415039,26992800,MSFT,-0.00536681632169219,0.007047943649264026
2017-04-20,59.35819414009665,59.621162836788265,59.06802297792422,59.394466400146484,22299500,MSFT,0.007047943649264026,0.013646685856511779
2017-04-21,59.54860337208495,60.482591349734776,59.349109450989936,60.2105598449707,32522600,MSFT,0.013646685856511779,0.016874857260547448
2017-04-24,61.1898905519668,61.3531122239452,60.84530762322098,61.235225677490234,29770000,MSFT,0.016874857260547448,0.005758767583538794
2017-04-25,61.57074977649608,61.697699219724306,61.298711302020855,61.58888244628906,30242700,MSFT,0.005758767583538794,-0.0013261681178897873
2017-04-26,61.73395573373698,61.942512515184774,61.31683525261735,61.507259368896484,26190800,MSFT,-0.0013261681178897873,0.006465752672036388
2017-04-27,61.79742873145499,62.00598550713954,61.28056131063073,61.9062385559082,34971000,MSFT,0.006465752672036388,0.0027791656410121233
2017-04-28,62.486583110273536,62.69513987097764,61.380303852970016,62.07852554321289,39548800,MSFT,0.0027791656410121233,0.01378126027113633
2017-05-01,62.27801182645109,63.06691749185479,62.11479020320283,62.93996810913086,31954400,MSFT,0.01378126027113633,-0.0015858661403392
2017-05-02,63.212011276659894,63.212011276659894,62.68607406870376,62.840232849121094,23906100,MSFT,-0.0015858661403392,-0.0031792362976542704
2017-05-03,62.91279773902702,62.91279773902702,62.305252899634596,62.64076614379883,28928000,MSFT,-0.0031792362976542704,-0.0039166416453422165
2017-05-04,62.59539844674074,62.64074048648697,62.24175267503675,62.395904541015625,21749400,MSFT,-0.0039166416453422165,0.002757446519916575
2017-05-05,62.477518182686964,62.595397799294375,62.10573283164042,62.56819534301758,19128800,MSFT,0.002757446519916575,-0.0008697908481916357
2017-05-08,62.54100021947596,62.61354472353562,62.04226540184669,62.513797760009766,18566100,MSFT,-0.0008697908481916357,0.001449495444266037
2017-05-09,62.44125524848057,62.822103529609784,62.278033568250216,62.60447692871094,22858400,MSFT,0.001449495444266037,0.00390319356894911
2017-05-10,62.559140694383096,63.07600824342516,62.495665974964794,62.84931182861328,17977800,MSFT,0.00390319356894911,-0.012339860872740796
2017-05-11,61.98784838994053,62.323361467093946,61.77022183844219,62.07852554321289,28789400,MSFT,-0.012339860872740796,-0.0011690232763549545
2017-05-12,62.21456043567211,62.21456043567211,61.69769292151258,62.00599670410156,18714100,MSFT,-0.0011690232763549545,0.0007307919977972027
2017-05-15,61.788358148940745,62.0966687901332,61.271490734733874,62.051326751708984,31530300,MSFT,0.0007307919977972027,0.019935416118195937
2017-05-16,62.224617888630156,63.328116745035416,62.16077934182588,63.300758361816406,34956000,MSFT,0.019935416118195937,-0.028199758884718994
2017-05-17,62.8265191597796,63.018034787897605,61.49502458485491,61.540626525878906,30548800,MSFT,-0.028199758884718994,0.003402849607653142
2017-05-18,61.46768409394368,62.1334280962353,61.23056645578712,61.750396728515625,25201300,MSFT,0.003402849607653142,-0.0002957658151931003
2017-05-19,61.558856764181044,62.10604521050916,61.49501822807408,61.73213577270508,26961100,MSFT,-0.0002957658151931003,0.011165100454126994
2017-05-22,61.91453504394292,62.470845318003654,61.558862174675134,62.42524337768555,16237600,MSFT,0.011165100454126994,0.0033545874261022156
2017-05-23,62.67148611358011,62.69884449609949,62.36140820997474,62.635005950927734,15425800,MSFT,0.0033545874261022156,0.0013096656497770215
2017-05-24,62.80829450608711,62.817409329722366,62.42525621910661,62.71709060668945,14593900,MSFT,0.0013096656497770215,0.012284501073565194
2017-05-25,62.899499860854675,63.72940118490952,62.844783080201836,63.49229049682617,21854100,MSFT,0.012284501073565194,0.004871639823887421
2017-05-26,63.65644299660534,64.03947434805559,63.40108180442414,63.8023567199707,19827900,MSFT,0.004871639823887421,0.006411355140522883
